300 44850
88 285 64614637
88 286 481736745
88 287 736849206
88 288 452301709
88 289 533404933
88 290 6084070
88 291 143534543
88 292 252550696
88 293 694653205
88 294 693652959
88 295 367408955
88 296 185554066
88 297 519111702
88 298 516051434
88 299 419153927
89 91 313117649
89 92 134230393
89 93 581376324
89 94 141379663
89 95 501187559
89 96 762554825
89 97 730423069
89 98 45191558
89 99 54267469
89 100 200700029
89 101 38913302
89 102 322276731
89 103 182521695
89 104 351555417
89 105 575535670
89 106 981108704
89 107 4601434
89 108 333218052
89 109 469747098
89 110 588123484
89 111 956298879
89 112 628574599
89 113 988464722
89 114 521644232
89 115 237591758
89 116 914411369
89 117 503650570
89 118 857572875
89 119 352162084
89 120 368343073
89 121 702468509
89 122 424438016
89 123 754057475
89 124 225704759
89 125 923593435
89 126 51406183
89 127 355291335
89 128 6618415
89 129 87050679
89 130 409959126
89 131 103925979
89 132 175129423
89 133 655163386
89 134 576023026
89 135 726023274
89 136 607089189
89 137 319393601
89 138 456026967
89 139 31239293
89 140 242907723
89 141 579493200
89 142 337634885
89 143 244590556
89 144 613527403
89 145 759148704
89 146 956248922
89 147 989644596
89 148 37403124
89 149 712271588
89 150 131961990
89 151 373065493
89 152 812622497
89 153 733089998
89 154 54461937
89 155 617887326
89 156 87941571
89 157 397377612
89 158 483613291
89 159 67302896
89 160 662503313
89 161 517882909
89 162 976919478
89 163 532319805
89 164 896654488
89 165 782528339
89 166 177036009
89 167 333669768
89 168 406901860
89 169 518592964
89 170 730653001
89 171 700999154
89 172 59755777
89 173 345303975
89 174 126780725
89 175 876405531
89 176 359565868
89 177 584230794
89 178 964106437
89 179 742791831
89 180 901922446
89 181 582322386
89 182 820377481
89 183 235630145
89 184 174018778
89 185 189470645
89 186 221612742
89 187 808803782
89 188 538771050
89 189 505411923
89 190 463432765
89 191 301586100
89 192 627811481
89 193 167055699
89 194 988627304
89 195 589595594
89 196 324678286
89 197 911797815
89 198 367647754
89 199 382834729
89 200 4223272
89 201 868109511
89 202 129489792
89 203 121461916
89 204 54334788
89 205 802431459
89 206 668545567
89 207 430805554
89 208 343656426
89 209 789778021
89 210 757947426
89 211 720850016
89 212 191403320
89 213 402013744
89 214 436862273
89 215 160419684
89 216 623593144
89 217 443665077
89 218 528251964
89 219 677805364
89 220 713897635
89 221 201913351
89 222 3561316
89 223 286123822
89 224 523936653
89 225 371750491
89 226 276734838
89 227 40632129
89 228 485831621
89 229 822495718
89 230 581001198
89 231 35212542
89 232 677553135
89 233 958308497
89 234 521109415
89 235 664363395
89 236 403771737
89 237 221095738
89 238 466839059
89 239 976701924
89 240 907224400
89 241 86068783
89 242 847062000
89 243 763020584
89 244 564462830
89 245 815630032
89 246 961897176
89 247 393634563
89 248 921855921
89 249 434977388
89 250 416343187
89 251 703397190
89 252 778420458
89 253 984642980
89 254 590113067
89 255 807797900
89 256 689147429
89 257 294284252
89 258 925905033
89 259 161341235
89 260 453743630
89 261 661836832
89 262 400907870
89 263 234124598
89 264 184770703
89 265 847743854
89 266 796158590
89 267 404493136
89 268 768699396
89 269 508531543
89 270 5178698
89 271 989518077
89 272 464458725
89 273 584910105
89 274 782970811
89 275 792884295
89 276 77579785
89 277 717493825
89 278 884507454
89 279 617914664
89 280 764073508
89 281 75140812
89 282 323349204
89 283 86402362
89 284 462792618
89 285 788760488
89 286 542777619
89 287 277717013
89 288 734359177
89 289 932445625
89 290 141570751
89 291 767763803
89 292 992283031
89 293 875134296
89 294 779383083
89 295 319038937
89 296 831950246
89 297 831509712
89 298 113744483
89 299 543773524
90 92 641392843
90 93 758900005
90 94 287934342
90 95 508523548
90 96 307675299
90 97 563405690
90 98 887245104
90 99 878508603
90 100 887994816
90 101 230839708
90 102 911486867
90 103 378005995
90 104 610735888
90 105 606271308
90 106 936273680
90 107 471850018
90 108 82957598
90 109 761659735
90 110 29987531
90 111 669281537
90 112 37935639
90 113 446855709
90 114 511840411
90 115 731336340
90 116 343149140
90 117 77334933
90 118 107781390
90 119 747389151
90 120 373076874
90 121 221077111
90 122 636670042
90 123 987327770
90 124 929884677
90 125 722319112
90 126 73292431
90 127 732805726
90 128 207331775
90 129 243121531
90 130 355358555
90 131 456710287
90 132 633504355
90 133 34259002
90 134 972862269
90 135 638051555
90 136 420077500
90 137 953559051
90 138 732930690
90 139 771641113
90 140 743942327
90 141 984277897
90 142 673304282
90 143 926627841
90 144 928884800
90 145 694691142
90 146 810272879
90 147 125649771
90 148 282404841
90 149 648617277
90 150 209066344
90 151 12340873
90 152 142698490
90 153 626686245
90 154 819249196
90 155 911598351
90 156 597114043
90 157 542868360
90 158 423605158
90 159 742072191
90 160 184908658
90 161 467090754
90 162 664681823
90 163 982894014
90 164 804181525
90 165 101950845
90 166 969363893
90 167 299588894
90 168 673160900
90 169 287884713
90 170 977071203
90 171 254641532
90 172 467472365
90 173 656979781
90 174 997097892
90 175 384273485
90 176 798010513
90 177 510031762
90 178 750408532
90 179 138736536
90 180 439036430
90 181 585370732
90 182 141487506
90 183 417141465
90 184 784288732
90 185 362855576
90 186 826915689
90 187 979097676
90 188 792992163
90 189 25892326
90 190 633058963
90 191 809451946
90 192 233612649
90 193 196849798
90 194 215571952
90 195 114296742
90 196 27628016
90 197 186674846
90 198 665195574
90 199 763070943
90 200 547422367
90 201 593932797
90 202 498800156
90 203 127106935
90 204 95972372
90 205 499852846
90 206 116392724
90 207 84397670
90 208 904696909
90 209 522074645
90 210 206789013
90 211 681669824
90 212 30003547
90 213 50189226
90 214 738045802
90 215 132478984
90 216 906380731
90 217 237771180
90 218 880465749
90 219 616815279
90 220 571125274
90 221 548770903
90 222 692946356
90 223 812656858
90 224 944785148
90 225 142523044
90 226 930875422
90 227 148396242
90 228 278491265
90 229 59048761
90 230 624782689
90 231 911789640
90 232 190268927
90 233 477930407
90 234 879448463
90 235 493782204
90 236 631021268
90 237 239314792
90 238 765011808
90 239 97686809
90 240 326123733
90 241 803950778
90 242 471727818
90 243 320829878
90 244 705567129
90 245 330272291
90 246 431915414
90 247 203613183
90 248 302886369
90 249 481941707
90 250 175101081
90 251 911721352
90 252 373850600
90 253 387661455
90 254 17116806
90 255 887871119
90 256 927603554
90 257 195960094
90 258 931219713
90 259 293796486
90 260 44327143
90 261 898399787
90 262 660332088
90 263 612699155
90 264 420667220
90 265 587193916
90 266 910901037
90 267 81735507
90 268 907026897
90 269 661786189
90 270 802182357
90 271 535396359
90 272 493364362
90 273 245571984
90 274 739101321
90 275 536698134
90 276 40105136
90 277 918481177
90 278 432231744
90 279 889965261
90 280 273076453
90 281 598948327
90 282 374313461
90 283 200089980
90 284 685758827
90 285 696044105
90 286 512073010
90 287 389974808
90 288 990608490
90 289 532041014
90 290 468286062
90 291 46129979
90 292 99794639
90 293 539004513
90 294 870180898
90 295 769303992
90 296 658776460
90 297 799134495
90 298 330131894
90 299 234911467
91 93 840440682
91 94 495110142
91 95 741301846
91 96 7419195
91 97 366892242
91 98 123495089
91 99 871148130
91 100 942281496
91 101 198583492
91 102 130496138
91 103 436872756
91 104 14465763
91 105 187313175
91 106 163569698
91 107 690823670
91 108 82828648
91 109 448007749
91 110 256581685
91 111 330709551
91 112 705453715
91 113 953641944
91 114 799143788
91 115 897693132
91 116 944321639
91 117 166914477
91 118 684782145
91 119 607560628
91 120 757815184
91 121 992364327
91 122 530869933
91 123 601319722
91 124 898381319
91 125 153544129
91 126 766168499
91 127 777099928
91 128 219721510
91 129 688872293
91 130 559161794
91 131 106712923
91 132 157594457
91 133 829260125
91 134 305368255
91 135 605294190
91 136 770171145
91 137 960524980
91 138 933805610
91 139 635238411
91 140 43685214
91 141 740796666
91 142 6616101
91 143 897020427
91 144 892275795
91 145 690649014
91 146 1304712
91 147 819026126
91 148 130865766
91 149 100792303
91 150 563780009
91 151 818372781
91 152 938273375
91 153 77024328
91 154 523661429
91 155 610352577
91 156 429757288
91 157 765121279
91 158 966547708
91 159 285650874
91 160 348035118
91 161 286287009
91 162 446406918
91 163 293075980
91 164 286881142
91 165 902371849
91 166 808870086
91 167 315416221
91 168 799101887
91 169 34670419
91 170 944055995
91 171 548667662
91 172 70890567
91 173 515539562
91 174 108775583
91 175 489568510
91 176 385413397
91 177 342435017
91 178 210003598
91 179 32048715
91 180 156905776
91 181 730751238
91 182 105567810
91 183 274880845
91 184 937488243
91 185 268460269
91 186 733917265
91 187 126963384
91 188 568891134
91 189 62299662
91 190 68454285
91 191 577661395
91 192 768797827
91 193 487284553
91 194 48879434
91 195 384650630
91 196 126157347
91 197 70528288
91 198 423511630
91 199 249530464
91 200 612873596
91 201 97626688
91 202 923987336
91 203 898745863
91 204 490705704
91 205 748443977
91 206 239240290
91 207 729186697
91 208 550013732
91 209 605701107
91 210 754890848
91 211 32526791
91 212 275285073
91 213 406920004
91 214 387590331
91 215 766713436
91 216 800582658
91 217 992189591
91 218 795376984
91 219 979319374
91 220 957947998
91 221 596858608
91 222 176068498
91 223 814572247
91 224 988836491
91 225 971267425
91 226 723357345
91 227 367178103
91 228 891030617
91 229 266747401
91 230 724194432
91 231 469707626
91 232 57378152
91 233 994437036
91 234 799418771
91 235 716924351
91 236 306171940
91 237 189812674
91 238 356609063
91 239 998660266
91 240 485863939
91 241 161255793
91 242 196094295
91 243 730287046
91 244 875423479
91 245 277298541
91 246 922488406
91 247 866868419
91 248 938684749
91 249 227436453
91 250 167139106
91 251 873196254
91 252 256897821
91 253 466797245
91 254 505206223
91 255 215856945
91 256 663246159
91 257 272897781
91 258 486193196
91 259 412961701
91 260 53629257
91 261 685207087
91 262 457789534
91 263 780671914
91 264 175113088
91 265 653507849
91 266 865223771
91 267 943200487
91 268 87369720
91 269 999809209
91 270 355286633
91 271 702150767
91 272 500581824
91 273 283120052
91 274 958601223
91 275 148632795
91 276 962313396
91 277 767868267
91 278 691345546
91 279 838332061
91 280 207360666
91 281 950324843
91 282 688689325
91 283 577005667
91 284 541649432
91 285 923309769
91 286 829054002
91 287 349076442
91 288 603683193
91 289 263045681
91 290 178377030
91 291 729173383
91 292 42160690
91 293 116803228
91 294 297075936
91 295 739634555
91 296 930991157
91 297 556049105
91 298 808392987
91 299 938792658
92 94 276989891
92 95 171143503
92 96 870456307
92 97 172807961
92 98 461128476
92 99 84328985
92 100 488224809
92 101 537600292
92 102 829281552
92 103 920307572
92 104 910630195
92 105 618696434
92 106 4672856
92 107 748216774
92 108 831086743
92 109 749719260
92 110 477868843
92 111 353003865
92 112 676452818
92 113 304449875
92 114 223029553
92 115 388416102
92 116 893093995
92 117 516042029
92 118 607356294
92 119 149745489
92 120 100659847
92 121 675420210
92 122 174342246
92 123 222500436
92 124 679392449
92 125 82362473
92 126 708509965
92 127 719138911
92 128 510482795
92 129 866555902
92 130 236369063
92 131 609807813
92 132 59519403
92 133 130424295
92 134 246229528
92 135 913464289
92 136 770322299
92 137 766972471
92 138 206716321
92 139 806607176
92 140 931406789
92 141 618755834
92 142 568180681
92 143 639246529
92 144 746875496
92 145 177491160
92 146 109187736
92 147 970381944
92 148 125441872
92 149 813492350
92 150 457555634
92 151 867280748
92 152 548075903
92 153 517995866
92 154 211167523
92 155 670565073
92 156 427742917
92 157 232264513
92 158 650945646
92 159 632971428
92 160 198552607
92 161 172072354
92 162 784045550
92 163 676925204
92 164 176482844
92 165 555067551
92 166 690066832
92 167 332211957
92 168 257864327
92 169 872262916
92 170 708022665
92 171 65964103
92 172 938092022
92 173 128935641
92 174 735078688
92 175 268640745
92 176 639678399
92 177 584491374
92 178 68992301
92 179 966273622
92 180 670891383
92 181 470177825
92 182 854556424
92 183 16756760
92 184 426163776
92 185 20979887
92 186 155964255
92 187 7330137
92 188 263870749
92 189 547613548
92 190 379674440
92 191 375874690
92 192 515319499
92 193 158464860
92 194 474892505
92 195 521271393
92 196 871287842
92 197 110690574
92 198 897365094
92 199 741089131
92 200 176782498
92 201 923343454
92 202 882355289
92 203 776852626
92 204 942883297
92 205 586299878
92 206 74723160
92 207 795640599
92 208 394075251
92 209 539695821
92 210 35541196
92 211 67788779
92 212 965359403
92 213 456901053
92 214 750747980
92 215 288899202
92 216 45748659
92 217 6660213
92 218 146333941
92 219 185141437
92 220 544089510
92 221 345042726
92 222 501745705
92 223 210155739
92 224 912759397
92 225 379515449
92 226 205840959
92 227 82186840
92 228 113074363
92 229 653779240
92 230 484020206
92 231 950553927
92 232 463984283
92 233 293129053
92 234 631391353
92 235 461855318
92 236 647040274
92 237 18082999
92 238 398261493
92 239 848869223
92 240 153203981
92 241 489439681
92 242 24349262
92 243 393107570
92 244 328280977
92 245 15489492
92 246 125325828
92 247 966113982
92 248 630443421
92 249 603889887
92 250 578020126
92 251 509085428
92 252 468085495
92 253 158594654
92 254 114266803
92 255 920566824
92 256 770459077
92 257 662096052
92 258 14562710
92 259 62941772
92 260 983333465
92 261 350554881
92 262 918453251
92 263 513279510
92 264 993796384
92 265 178529459
92 266 1794869
92 267 700040405
92 268 861471889
92 269 105087205
92 270 303217047
92 271 214644437
92 272 165133177
92 273 384324251
92 274 417769599
92 275 974491978
92 276 850444264
92 277 277678212
92 278 478044947
92 279 885991968
92 280 578699059
92 281 121669533
92 282 493132034
92 283 294161227
92 284 827532243
92 285 92782896
92 286 568500741
92 287 348327
92 288 587700081
92 289 531498495
92 290 599506252
92 291 303800121
92 292 575407621
92 293 173261699
92 294 602543318
92 295 871191747
92 296 108887113
92 297 998395549
92 298 349487870
92 299 536990366
93 95 89867350
93 96 569564114
93 97 872517412
93 98 463681186
93 99 519867420
93 100 166487345
93 101 658029073
93 102 800382794
93 103 808838971
93 104 895373698
93 105 187150388
93 106 400297275
93 107 484440170
93 108 176820517
93 109 826480365
93 110 450970858
93 111 858439375
93 112 147749902
93 113 565719828
93 114 388318327
93 115 118263990
93 116 775261217
93 117 690740730
93 118 339196471
93 119 797454835
93 120 464694706
93 121 538749539
93 122 11663534
93 123 297037767
93 124 584389136
93 125 468190597
93 126 620683083
93 127 759794298
93 128 914629413
93 129 739896392
93 130 391113520
93 131 621838540
93 132 228294206
93 133 576107133
93 134 749122044
93 135 450468546
93 136 711329391
93 137 926182332
93 138 871598114
93 139 972922815
93 140 39847973
93 141 370046125
93 142 908255158
93 143 729468584
93 144 979064038
93 145 500436485
93 146 960000936
93 147 234005818
93 148 289544506
93 149 108962525
93 150 604362590
93 151 135684669
93 152 359715865
93 153 862762027
93 154 641222214
93 155 641583692
93 156 474705636
93 157 740238837
93 158 842590590
93 159 619279162
93 160 445127029
93 161 608192298
93 162 751606050
93 163 649050692
93 164 821548284
93 165 673625040
93 166 419230572
93 167 411987295
93 168 514243815
93 169 969706138
93 170 144879006
93 171 927434168
93 172 645337571
93 173 792488237
93 174 344813041
93 175 192452623
93 176 56799821
93 177 203380779
93 178 514514987
93 179 740319858
93 180 52311351
93 181 346573334
93 182 103668917
93 183 209889608
93 184 485330666
93 185 799371047
93 186 69591877
93 187 288397524
93 188 802595673
93 189 474846600
93 190 182678603
93 191 70814830
93 192 943996315
93 193 716114659
93 194 614652307
93 195 439167001
93 196 5357053
93 197 395167460
93 198 80238792
93 199 863738267
93 200 899519723
93 201 761205927
93 202 104515162
93 203 335893444
93 204 506399407
93 205 447229921
93 206 693408650
93 207 85282601
93 208 69792758
93 209 829527307
93 210 455720035
93 211 838075277
93 212 176190528
93 213 932303664
93 214 61997317
93 215 353465142
93 216 13760688
93 217 145421014
93 218 278530167
93 219 446855226
93 220 749481672
93 221 661266947
93 222 120709782
93 223 551322485
93 224 783433474
93 225 640069101
93 226 962249722
93 227 275908546
93 228 956061307
93 229 472031630
93 230 609592971
93 231 31686218
93 232 430145767
93 233 862322619
93 234 873759861
93 235 980562864
93 236 856519442
93 237 788962186
93 238 403903978
93 239 651463218
93 240 453837815
93 241 940697482
93 242 381343268
93 243 498742984
93 244 947102730
93 245 787181540
93 246 313844394
93 247 776794017
93 248 416597080
93 249 816894595
93 250 181033072
93 251 147606570
93 252 289190273
93 253 329091796
93 254 426969062
93 255 583706108
93 256 7546936
93 257 572715026
93 258 655200242
93 259 152058412
93 260 512718556
93 261 346471124
93 262 106306362
93 263 226717663
93 264 901942312
93 265 882211905
93 266 482080063
93 267 133004686
93 268 472067744
93 269 603503683
93 270 548792026
93 271 224876688
93 272 219346861
93 273 318625643
93 274 981361144
93 275 167819460
93 276 594014562
93 277 712532372
93 278 921941812
93 279 809722306
93 280 688288306
93 281 235552693
93 282 579148113
93 283 781266582
93 284 617289675
93 285 605927415
93 286 634790804
93 287 13731984
93 288 363866975
93 289 319119198
93 290 249370958
93 291 218200303
93 292 925080062
93 293 712529096
93 294 579527597
93 295 908067129
93 296 613166917
93 297 205726693
93 298 869658023
93 299 771103902
94 96 552489557
94 97 398907977
94 98 178154903
94 99 853554887
94 100 313934954
94 101 456922429
94 102 118324604
94 103 814452066
94 104 462946981
94 105 182463351
94 106 85443080
94 107 79420689
94 108 518135744
94 109 728363964
94 110 50242883
94 111 874167281
94 112 412944280
94 113 954947296
94 114 578545800
94 115 654020644
94 116 200818178
94 117 223514241
94 118 67421729
94 119 669930154
94 120 739713085
94 121 211862363
94 122 259203751
94 123 658746024
94 124 507407976
94 125 361723645
94 126 878435596
94 127 211302257
94 128 980153829
94 129 27319595
94 130 877392669
94 131 198559007
94 132 199418637
94 133 243502879
94 134 70314037
94 135 322115318
94 136 657885917
94 137 920913396
94 138 39971967
94 139 151660732
94 140 394868732
94 141 694108894
94 142 793102172
94 143 73499120
94 144 563583452
94 145 464564297
94 146 383742448
94 147 468010700
94 148 420100492
94 149 858721632
94 150 146961949
94 151 661580485
94 152 647555519
94 153 659605575
94 154 568874619
94 155 220807234
94 156 990716100
94 157 60649695
94 158 830364384
94 159 529863949
94 160 640077469
94 161 346487887
94 162 242641872
94 163 181051031
94 164 262532370
94 165 365922792
94 166 380822467
94 167 466967336
94 168 484407175
94 169 845248338
94 170 667891283
94 171 509513352
94 172 117162597
94 173 433097069
94 174 254468349
94 175 628006342
94 176 464419839
94 177 958826754
94 178 991554922
94 179 84231068
94 180 177880822
94 181 917268263
94 182 751655775
94 183 510460432
94 184 379346244
94 185 449713883
94 186 39458287
94 187 379946759
94 188 498718099
94 189 444649093
94 190 254139284
94 191 240765371
94 192 604582646
94 193 676330401
94 194 576710491
94 195 150165181
94 196 455844729
94 197 163483625
94 198 394521535
94 199 831379735
94 200 167208172
94 201 441057686
94 202 218415776
94 203 372039245
94 204 108220687
94 205 851754781
94 206 315048795
94 207 78757884
94 208 586345931
94 209 407995271
94 210 965860006
94 211 528750203
94 212 798939729
94 213 383948603
94 214 254612378
94 215 160714706
94 216 633152192
94 217 226128050
94 218 994221705
94 219 877582984
94 220 359393523
94 221 541530868
94 222 678550732
94 223 100427267
94 224 510725235
94 225 771935813
94 226 788439207
94 227 409011879
94 228 479795905
94 229 216624542
94 230 208282833
94 231 253541144
94 232 34468241
94 233 879655746
94 234 384111658
94 235 634941920
94 236 379974762
94 237 52756811
94 238 780879795
94 239 846140417
94 240 745223679
94 241 5872415
94 242 347427334
94 243 97028988
94 244 672591328
94 245 467208950
94 246 584008109
94 247 895676844
94 248 389020274
94 249 602557719
94 250 834563237
94 251 450353904
94 252 50670941
94 253 341304355
94 254 723646208
94 255 851275854
94 256 847994792
94 257 968764923
94 258 761246148
94 259 515745367
94 260 849291258
94 261 593700412
94 262 847844642
94 263 757710317
94 264 432501427
94 265 767469741
94 266 705195776
94 267 274101380
94 268 611859750
94 269 312491716
94 270 582233857
94 271 130436599
94 272 931276399
94 273 674310267
94 274 306816795
94 275 962959778
94 276 493940902
94 277 856980984
94 278 100257095
94 279 729101128
94 280 211407952
94 281 531582379
94 282 999927177
94 283 548261890
94 284 745378102
94 285 592113766
94 286 66257722
94 287 614737753
94 288 464489711
94 289 578586267
94 290 762590037
94 291 928590297
94 292 350101773
94 293 333628464
94 294 956581165
94 295 842418012
94 296 169009454
94 297 481233948
94 298 151822536
94 299 187353381
95 97 459329444
95 98 656570179
95 99 398237845
95 100 951664655
95 101 810093332
95 102 578680130
95 103 759797731
95 104 359033139
95 105 417206337
95 106 423851293
95 107 443939573
95 108 47027016
95 109 505417016
95 110 630660290
95 111 851132964
95 112 60664526
95 113 312160500
95 114 338402317
95 115 316950918
95 116 6929178
95 117 677622789
95 118 560775634
95 119 306964608
95 120 396002989
95 121 621157884
95 122 600346414
95 123 567355356
95 124 372001955
95 125 365044655
95 126 261904378
95 127 316258559
95 128 414858561
95 129 787514889
95 130 874923955
95 131 576674963
95 132 295505705
95 133 271561974
95 134 184283196
95 135 208340293
95 136 193253071
95 137 528703589
95 138 17334141
95 139 94794703
95 140 943758783
95 141 303616489
95 142 574728705
95 143 869628101
95 144 671405874
95 145 176044082
95 146 455420442
95 147 999175069
95 148 777690370
95 149 174309435
95 150 33458068
95 151 598764947
95 152 885836174
95 153 911883656
95 154 558226712
95 155 388617989
95 156 11397477
95 157 891884702
95 158 931899507
95 159 110525992
95 160 477945985
95 161 474123603
95 162 431793173
95 163 707581161
95 164 41818170
95 165 795527581
95 166 934020983
95 167 982782234
95 168 551952226
95 169 313303315
95 170 258296111
95 171 891368337
95 172 26787812
95 173 800646119
95 174 799111369
95 175 972915956
95 176 533654247
95 177 758201147
95 178 183653260
95 179 471534971
95 180 267053156
95 181 614733619
95 182 124571957
95 183 312391071
95 184 766676897
95 185 364117904
95 186 388149959
95 187 956454077
95 188 811666783
95 189 392253356
95 190 611243039
95 191 598144591
95 192 962364983
95 193 973469377
95 194 267781812
95 195 745845074
95 196 837846065
95 197 215923174
95 198 993396077
95 199 424930180
95 200 747595917
95 201 832125572
95 202 937327986
95 203 860388710
95 204 923567503
95 205 682301194
95 206 854642099
95 207 869236126
95 208 260671371
95 209 291687741
95 210 711509292
95 211 769147741
95 212 626463829
95 213 699161994
95 214 703624700
95 215 293642776
95 216 411588062
95 217 239953796
95 218 75136551
95 219 86119539
95 220 990304982
95 221 656443854
95 222 969622282
95 223 313412109
95 224 782298154
95 225 357527624
95 226 192191945
95 227 16770657
95 228 819243637
95 229 19558184
95 230 928076139
95 231 737223987
95 232 226234600
95 233 26099158
95 234 662515138
95 235 914319889
95 236 877944757
95 237 224238774
95 238 85081069
95 239 765790648
95 240 32847800
95 241 738738108
95 242 206617494
95 243 620285304
95 244 612239981
95 245 563279317
95 246 110271184
95 247 191784525
95 248 216841376
95 249 832505031
95 250 674384101
95 251 499751159
95 252 479519576
95 253 112813164
95 254 395818320
95 255 910265884
95 256 753405824
95 257 197072607
95 258 956826675
95 259 421673312
95 260 703454472
95 261 467573938
95 262 800028042
95 263 326124166
95 264 225327766
95 265 302909019
95 266 114373727
95 267 819486057
95 268 203866419
95 269 777149197
95 270 968642512
95 271 692027587
95 272 219328330
95 273 875205805
95 274 784145794
95 275 981450169
95 276 391007259
95 277 613957980
95 278 479289890
95 279 133593568
95 280 792765267
95 281 71779733
95 282 316226889
95 283 352248311
95 284 710926080
95 285 852489563
95 286 520177234
95 287 8392187
95 288 56517056
95 289 265884585
95 290 711900751
95 291 758199286
95 292 311703109
95 293 808836242
95 294 259180614
95 295 477208727
95 296 957073791
95 297 831244302
95 298 376254008
95 299 947190462
96 98 929495807
96 99 574674736
96 100 383496757
96 101 129718464
96 102 230418153
96 103 397184885
96 104 309258055
96 105 284518719
96 106 766419984
96 107 122536770
96 108 642144091
96 109 733756464
96 110 12295508
96 111 854878444
96 112 827074060
96 113 307669695
96 114 55874569
96 115 89613308
96 116 46983898
96 117 763466569
96 118 737903839
96 119 780617149
96 120 147342832
96 121 14832484
96 122 126354138
96 123 1985969
96 124 438633865
96 125 661206320
96 126 307143176
96 127 6110469
96 128 331261048
96 129 185068198
96 130 429797168
96 131 152122955
96 132 333591868
96 133 487569007
96 134 411272506
96 135 888296489
96 136 72334897
96 137 596181202
96 138 723192806
96 139 144256048
96 140 280689365
96 141 621409856
96 142 641089261
96 143 674190394
96 144 813763908
96 145 146938440
96 146 643671626
96 147 319271987
96 148 95323975
96 149 759149021
96 150 745103860
96 151 782184124
96 152 505403452
96 153 49648286
96 154 389523780
96 155 263941204
96 156 472597966
96 157 928338648
96 158 302766604
96 159 642690371
96 160 541760693
96 161 172997960
96 162 596340785
96 163 435302098
96 164 797812561
96 165 929714398
96 166 471390188
96 167 152677765
96 168 597267454
96 169 113251347
96 170 162794477
96 171 250423484
96 172 463521454
96 173 969268539
96 174 562148613
96 175 693796284
96 176 820328911
96 177 263500886
96 178 97602723
96 179 893853103
96 180 962143227
96 181 337748789
96 182 440000793
96 183 109242688
96 184 103618380
96 185 547142413
96 186 623851949
96 187 668626142
96 188 836414129
96 189 503266719
96 190 978030231
96 191 531110377
96 192 317604558
96 193 742247197
96 194 388551007
96 195 738201065
96 196 977486741
96 197 911264704
96 198 211337943
96 199 679422472
96 200 128639363
96 201 484410869
96 202 903285644
96 203 504580563
96 204 794489146
96 205 848335837
96 206 529455420
96 207 419769077
96 208 98073245
96 209 372639244
96 210 808782628
96 211 988617364
96 212 88866671
96 213 888757836
96 214 119716910
96 215 198520189
96 216 63764856
96 217 252754598
96 218 886851267
96 219 738064204
96 220 687757935
96 221 229968014
96 222 112313674
96 223 300894231
96 224 937646921
96 225 987637021
96 226 990534208
96 227 652586888
96 228 853137139
96 229 849464114
96 230 56943932
96 231 367117873
96 232 693938070
96 233 360988242
96 234 891081136
96 235 391304243
96 236 108466529
96 237 399877743
96 238 858866139
96 239 833301480
96 240 803840340
96 241 866872887
96 242 835059586
96 243 542654904
96 244 581429374
96 245 344517749
96 246 892938034
96 247 421457871
96 248 6351052
96 249 62318463
96 250 864824083
96 251 45001097
96 252 836021036
96 253 709861343
96 254 24043196
96 255 29355294
96 256 242660757
96 257 504789563
96 258 944627183
96 259 434913756
96 260 465092835
96 261 74591597
96 262 500090742
96 263 344337852
96 264 417249621
96 265 330420398
96 266 30791274
96 267 334100899
96 268 517725513
96 269 737654339
96 270 194277153
96 271 74981841
96 272 47560950
96 273 61469712
96 274 275966673
96 275 186049504
96 276 553171348
96 277 542727696
96 278 693286555
96 279 414319653
96 280 35556130
96 281 22778862
96 282 77593261
96 283 381823245
96 284 737209147
96 285 810992359
96 286 709108766
96 287 777456759
96 288 839778612
96 289 138792819
96 290 679237502
96 291 181865346
96 292 650864708
96 293 770060462
96 294 153508978
96 295 203423730
96 296 113509791
96 297 919625749
96 298 89617458
96 299 89874087
97 99 722951535
97 100 949069634
97 101 25011434
97 102 16306019
97 103 425379988
97 104 365237696
97 105 220885889
97 106 213564589
97 107 652875034
97 108 548502521
97 109 5181646
97 110 535325624
97 111 958137470
97 112 906862417
97 113 930943755
97 114 726578876
97 115 832998404
97 116 87659050
97 117 204270130
97 118 219772118
97 119 989557258
97 120 886304245
97 121 541267212
97 122 354650243
97 123 443037135
97 124 64700781
97 125 896090659
97 126 935780966
97 127 274664856
97 128 945288823
97 129 894556050
97 130 374307362
97 131 766025712
97 132 141146215
97 133 642466267
97 134 530301522
97 135 707176887
97 136 93879514
97 137 772058644
97 138 293496798
97 139 325662998
97 140 420615624
97 141 721491330
97 142 101967948
97 143 818377332
97 144 487031441
97 145 594053019
97 146 176981318
97 147 548991019
97 148 366181341
97 149 357872261
97 150 865227221
97 151 243606196
97 152 284675618
97 153 466096638
97 154 655171766
97 155 976088856
97 156 128343154
97 157 720866290
97 158 438442199
97 159 830098322
97 160 495380382
97 161 773073757
97 162 613299057
97 163 97688408
97 164 275290399
97 165 510947886
97 166 662390564
97 167 493041829
97 168 510215124
97 169 616804165
97 170 213657996
97 171 810822677
97 172 961979943
97 173 416881966
97 174 56248642
97 175 891197620
97 176 283703476
97 177 587139545
97 178 849217966
97 179 283919929
97 180 423051720
97 181 821213211
97 182 658520318
97 183 284271148
97 184 786593557
97 185 446657990
97 186 821938904
97 187 730861433
97 188 579164726
